CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50139575,GENATSVALE GEORGIAN BAKERY,Brooklyn,3070,BRIGHTON    3 STREET,11235,6468778878,Eastern European,11/25/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,73,,,05/29/2026,Cycle Inspection / Initial Inspection,40.57747610536,-73.96437260381,313,48,036200,3244699,3086720025,BK19,POINT (-73.964372603807 40.577476105355),closed
50130474,JADE DRAGON,Manhattan,2037,1 AVENUE,10029,9173610786,Chinese,12/26/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,71,,,05/29/2026,Cycle Inspection / Initial Inspection,40.78901140192,-73.94052189729,111,08,017000,1052760,1016770024,MN33,POINT (-73.940521897293 40.789011401918),closed
41074503,FAY DA BAKERY,Queens,86-12,JUSTICE AVENUE,11373,7182055835,Bakery Products/Desserts,10/10/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,64,,,05/29/2026,Cycle Inspection / Initial Inspection,40.73764768553,-73.87705459954,404,25,047300,4045399,4018420012,QN29,POINT (-73.877054599537 40.737647685529),closed
50121253,PLANT BLOSSOM,Manhattan,881,10 AVENUE,10019,9177675248,Vegan,08/10/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,136,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.76947807694,-73.98830283557,104,06,013500,1027079,1010860031,MN15,POINT (-73.988302835572 40.769478076939),closed
50007074,BONAFINI,Brooklyn,663,FLATBUSH AVENUE,11225,3477709746,New French,03/07/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,75,,,05/29/2026,Cycle Inspection / Initial Inspection,40.65710093884,-73.96020318555,309,40,079601,3115650,3050450009,BK60,POINT (-73.960203185552 40.657100938838),closed
50001108,BEST DOUBLE DRAGON RESTAURANT,Brooklyn,1207,MCDONALD AVENUE,11230,7186922129,Chinese,07/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,52,,,05/29/2026,Cycle Inspection / Initial Inspection,40.62405264927,-73.97587513267,312,44,046202,3170642,3065140058,BK46,POINT (-73.975875132673 40.624052649274),closed
50137035,KPOT KOREAN BBQ & HOT POT,Brooklyn,1217,SURF AVENUE,11224,3322161777,Korean,12/29/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.57554760493,-73.98019077752,313,47,035000,3196562,3072660260,BK23,POINT (-73.980190777515 40.575547604932),closed
50165354,DESI PIZZA,Queens,111-03,101 AVENUE,11419,3475676337,Indian,11/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,64,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.68808394711,-73.83260368103,409,29,011800,4198029,4094130049,QN54,POINT (-73.832603681027 40.688083947106),closed
50177500,STEINBERG'S KOSHER BAKERY,Brooklyn,153,CLYMER STREET,11211,7184869100,Jewish/Kosher,12/23/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,143,N,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.70674398928,-73.96334383393,301,34,053500,3399841,3021690001,BK72,POINT (-73.963343833927 40.706743989282),closed
50102234,TERIYAKI MONSTER,Queens,43-54,162 STREET,11358,7183210762,Chinese,11/22/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,05/29/2026,Cycle Inspection / Re-inspection,40.75830802893,-73.80427496781,407,20,119100,4122394,4054190059,QN52,POINT (-73.804274967813 40.758308028927),closed
50064654,ANPANMAN BAKERY,Manhattan,83,CANAL STREET,10002,2123438077,Chinese,03/19/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,59,,,05/29/2026,Cycle Inspection / Re-inspection,40.71528313183,-73.99314975796,103,01,001600,1079647,1003000001,MN27,POINT (-73.993149757959 40.715283131825),closed
50124696,ABEY AFRICAN FOOD,Staten Island,58,RICHMOND TER,10301,6315651623,African,09/26/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,64,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64413509717,-74.07662329886,501,49,000300,5000069,5000070070,SI22,POINT (-74.076623298863 40.644135097173),closed
50179754,PUNTA CANA TO GO,Manhattan,2102,AMSTERDAM AVENUE,10032,9785906029,Spanish,02/12/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,05/29/2026,Administrative Miscellaneous / Initial Inspection,40.83733171781,-73.9387727552,112,07,024301,1062900,1021210045,MN36,POINT (-73.938772755195 40.837331717811),closed
50116306,DANNY'S GRILL,Queens,73-06,BELL BOULEVARD,11364,7182682568,Barbecue,10/20/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,83,,,05/29/2026,Cycle Inspection / Re-inspection,40.74055753946,-73.75817597943,411,23,129103,4439703,4077320050,QN42,POINT (-73.758175979426 40.74055753946),closed
50157246,GOTTA GETTA BAGEL,Queens,107-09,71 AVENUE,11375,7188982020,American,11/26/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,47,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72039318495,-73.84465087785,406,29,071100,4077493,4032390023,QN17,POINT (-73.844650877851 40.72039318495),closed
41628099,LLOYD'S CARROT CAKE,Manhattan,1553,LEXINGTON AVENUE,10029,2128319156,Bakery Products/Desserts,03/13/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,78,,,05/29/2026,Cycle Inspection / Initial Inspection,40.78794794929,-73.9493992839,111,05,016600,1051757,1016270022,MN33,POINT (-73.949399283903 40.787947949293),closed
50070251,OTIS,Brooklyn,18,HARRISON PLACE,11206,6468860601,American,03/13/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,27,,,05/29/2026,Cycle Inspection / Re-inspection,40.70620039837,-73.93276932108,301,34,045300,3071427,3030930014,BK77,POINT (-73.932769321078 40.706200398374),closed
41257059,PANADERIA LA MIXTECA POBLANA & DELI,Staten Island,104,VICTORY BOULEVARD,10301,7187201221,Mexican,01/29/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,70,,,05/29/2026,Cycle Inspection / Re-inspection,40.63761667281,-74.08000267659,501,49,001700,5014589,5005690412,SI37,POINT (-74.080002676587 40.63761667281),closed
50160368,HALAL MUNCHIES,Brooklyn,82,LIVINGSTON STREET,11201,3479873495,Middle Eastern,05/13/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,P,05/13/2025,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.69145562703,-73.99100304236,302,33,000900,3341557,3002690030,BK09,POINT (-73.991003042355 40.691455627032),re_opened
50070997,CARIBBEAN AMERICAN CUISINE,Queens,199-17,MURDOCK AVENUE,11412,3476662371,Caribbean,02/12/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,Z,02/12/2025,05/29/2026,Cycle Inspection / Reopening Inspection,40.69983276029,-73.75534893769,412,27,052000,4235839,4109940023,QN08,POINT (-73.755348937687 40.699832760289),re_opened
50001108,BEST DOUBLE DRAGON RESTAURANT,Brooklyn,1207,MCDONALD AVENUE,11230,7186922129,Chinese,07/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,52,,,05/29/2026,Cycle Inspection / Initial Inspection,40.62405264927,-73.97587513267,312,44,046202,3170642,3065140058,BK46,POINT (-73.975875132673 40.624052649274),closed
50161108,LOS ENCEBOLLADOS 7 POTENCIAS,Queens,8626A,ROOSEVELT AVE,,6463429079,Latin American,04/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,124,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,0,0,,,,4037049,4015010054,,,closed
50094984,ELSA LA REINA DEL CHICHARRON,Manhattan,4840,BROADWAY,10034,2123041070,Latin American,05/03/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,57,,,05/29/2026,Cycle Inspection / Initial Inspection,40.86642303168,-73.92471403243,112,10,029100,1081913,1022340004,MN01,POINT (-73.924714032425 40.866423031683),closed
50063458,RUMA'S KITCHEN,Queens,37-01,61 STREET,11377,7188999100,Bangladeshi,07/02/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,75,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74918579327,-73.90176662497,402,26,026100,4442952,4012160040,QN63,POINT (-73.901766624967 40.749185793267),closed
50125911,CHINA GOURMET,Queens,245-15,FRANCIS LEWIS BOULEVARD,11422,9173623698,Chinese,03/30/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,89,,,05/29/2026,Cycle Inspection / Initial Inspection,40.6647747837,-73.73489596628,413,31,065400,4289377,4136140045,QN05,POINT (-73.734895966279 40.664774783697),closed
50141497,COFFEE AT BREADS BAKERY,Manhattan,5,BRYANT PARK,10018,2126332253,Coffee/Tea,10/31/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05E,"Toilet facility not provided for employees or for patrons when required. Shared patron-employee toilet accessed through kitchen, food prep or storage area or utensil washing area.",Critical,28,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.75393699247,-73.98594864313,105,04,011300,1022565,1009930029,MN17,POINT (-73.985948643127 40.753936992473),closed
41654555,NEW KING WOK RESTAURANT,Manhattan,2025,7 AVENUE,10027,2122222868,Chinese,05/08/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,45,,,05/29/2026,Cycle Inspection / Initial Inspection,40.80659331447,-73.95004609767,110,09,022000,1057676,1019060002,MN11,POINT (-73.950046097673 40.806593314471),closed
